nohup: ignoring input
INFO:root:
CUDNN VERSION: 8500
INFO:root:Loading train dataset
INFO:root:Avaliable images: 60000
INFO:root:Running on 10000 images
INFO:root:building database...
PID:  2346548
  0%|          | 0/10000 [00:00<?, ?it/s]
  5%|5         | 519/10000 [00:00<00:01, 5188.62it/s]
 10%|#         | 1038/10000 [00:00<00:01, 5185.25it/s]
 16%|#5        | 1584/10000 [00:00<00:01, 5310.22it/s]
 21%|##1       | 2117/10000 [00:00<00:01, 5317.26it/s]
 27%|##6       | 2673/10000 [00:00<00:01, 5403.78it/s]
 32%|###2      | 3234/10000 [00:00<00:01, 5472.74it/s]
 38%|###7      | 3782/10000 [00:00<00:01, 5434.06it/s]
 43%|####3     | 4332/10000 [00:00<00:01, 5452.46it/s]
 49%|####8     | 4878/10000 [00:00<00:00, 5394.46it/s]
 54%|#####4    | 5418/10000 [00:01<00:01, 4343.87it/s]
 59%|#####9    | 5925/10000 [00:01<00:00, 4530.12it/s]
 65%|######4   | 6470/10000 [00:01<00:00, 4778.99it/s]
 70%|#######   | 7009/10000 [00:01<00:00, 4947.61it/s]
 75%|#######5  | 7540/10000 [00:01<00:00, 5047.98it/s]
 81%|########  | 8065/10000 [00:01<00:00, 5102.65it/s]
 86%|########5 | 8587/10000 [00:01<00:00, 5136.60it/s]
 91%|#########1| 9138/10000 [00:01<00:00, 5246.20it/s]
 97%|#########6| 9679/10000 [00:01<00:00, 5292.14it/s]
100%|##########| 10000/10000 [00:01<00:00, 5132.37it/s]
INFO:root:database build finish
INFO:root:Using MUNIT output from /mnt/raid/home/eyal_michaeli/git/imaginaire/logs/2023_0421_1405_28_ampO1_lower_LR/inference_cp_400k_style_std_1.5_on_new_10k/
INFO:root:Loading validation dataset
INFO:root:Avaliable images: 10000
INFO:root:Running on 3300 images
INFO:root:building database...
  0%|          | 0/3300 [00:00<?, ?it/s]
 16%|#5        | 520/3300 [00:00<00:00, 5194.21it/s]
 32%|###2      | 1069/3300 [00:00<00:00, 5361.99it/s]
 49%|####8     | 1606/3300 [00:00<00:00, 5300.14it/s]
 66%|######6   | 2192/3300 [00:00<00:00, 5514.20it/s]
 83%|########3 | 2744/3300 [00:00<00:00, 5423.52it/s]
100%|#########9| 3287/3300 [00:00<00:00, 5412.31it/s]
100%|##########| 3300/3300 [00:00<00:00, 5392.93it/s]
INFO:root:database build finish
INFO:root:Not using MUNIT output
INFO:root:[Warning] Ignoring Error(s) in loading state_dict for HybridNetsBackbone:
	size mismatch for classifier.header.pointwise_conv.conv.weight: copying a param with shape torch.Size([9, 160, 1, 1]) from checkpoint, the shape in current model is torch.Size([36, 160, 1, 1]).
	size mismatch for classifier.header.pointwise_conv.conv.bias: copying a param with shape torch.Size([9]) from checkpoint, the shape in current model is torch.Size([36]).
INFO:root:[Warning] Don't panic if you see this, this might be because you load a pretrained weights with different number of classes. The rest of the weights should be loaded already.
INFO:root:[Info] Successfully!!!
INFO:root:Epoch 1/50
  0%|          | 0/625 [00:00<?, ?it/s]
  0%|          | 1/625 [00:21<3:45:29, 21.68s/it]
 66%|######5   | 412/625 [04:35<02:38,  1.35it/s]
 66%|######6   | 413/625 [04:36<02:17,  1.55it/s]
 66%|######6   | 414/625 [04:36<02:04,  1.69it/s]
 66%|######6   | 415/625 [04:36<01:46,  1.97it/s]
 67%|######6   | 416/625 [04:37<01:32,  2.25it/s]
 67%|######6   | 417/625 [04:39<02:52,  1.21it/s]
 67%|######6   | 418/625 [04:39<02:25,  1.43it/s]
 67%|######7   | 419/625 [04:40<02:59,  1.15it/s]
 67%|######7   | 420/625 [04:41<02:28,  1.38it/s]
 67%|######7   | 421/625 [04:41<02:08,  1.59it/s]
 68%|######7   | 422/625 [04:41<01:52,  1.80it/s]
 68%|######7   | 423/625 [04:42<01:46,  1.89it/s]
 68%|######7   | 424/625 [04:42<01:41,  1.97it/s]
 68%|######8   | 425/625 [04:44<02:42,  1.23it/s]
 68%|######8   | 426/625 [04:44<02:18,  1.43it/s]
 68%|######8   | 427/625 [04:45<02:47,  1.18it/s]
 68%|######8   | 428/625 [04:46<02:24,  1.37it/s]
 69%|######8   | 429/625 [04:46<02:04,  1.58it/s]
 69%|######8   | 430/625 [04:47<01:49,  1.79it/s]
 69%|######8   | 431/625 [04:47<01:34,  2.05it/s]
 69%|######9   | 432/625 [04:47<01:24,  2.28it/s]
 69%|######9   | 433/625 [04:49<02:32,  1.26it/s]
 69%|######9   | 434/625 [04:49<02:09,  1.47it/s]
 70%|######9   | 435/625 [04:51<02:46,  1.14it/s]
 70%|######9   | 436/625 [04:51<02:18,  1.37it/s]
 70%|######9   | 437/625 [04:51<01:55,  1.62it/s]
 70%|#######   | 438/625 [04:52<01:40,  1.86it/s]
 70%|#######   | 439/625 [04:52<01:36,  1.93it/s]
 70%|#######   | 440/625 [04:53<01:32,  1.99it/s]
 71%|#######   | 441/625 [04:54<02:32,  1.21it/s]
 71%|#######   | 442/625 [04:55<02:11,  1.39it/s]
 71%|#######   | 443/625 [04:56<02:25,  1.25it/s]
 71%|#######1  | 444/625 [04:56<02:05,  1.44it/s]
 71%|#######1  | 445/625 [04:57<01:51,  1.62it/s]
 71%|#######1  | 446/625 [04:57<01:38,  1.82it/s]
 72%|#######1  | 447/625 [04:57<01:28,  2.02it/s]
 72%|#######1  | 448/625 [04:58<01:21,  2.17it/s]
 72%|#######1  | 449/625 [05:00<02:27,  1.20it/s]
 72%|#######2  | 450/625 [05:00<02:02,  1.43it/s]
 72%|#######2  | 451/625 [05:01<02:33,  1.14it/s]
 72%|#######2  | 452/625 [05:02<02:05,  1.38it/s]
 72%|#######2  | 453/625 [05:02<01:47,  1.60it/s]
 73%|#######2  | 454/625 [05:02<01:36,  1.78it/s]
 73%|#######2  | 455/625 [05:03<01:30,  1.88it/s]
 73%|#######2  | 456/625 [05:03<01:24,  2.00it/s]
 73%|#######3  | 457/625 [05:05<02:11,  1.27it/s]
 73%|#######3  | 458/625 [05:05<01:52,  1.49it/s]
 73%|#######3  | 459/625 [05:06<02:16,  1.22it/s]
 74%|#######3  | 460/625 [05:07<01:55,  1.43it/s]
 74%|#######3  | 461/625 [05:07<01:42,  1.59it/s]
 74%|#######3  | 462/625 [05:08<01:31,  1.77it/s]
 74%|#######4  | 463/625 [05:08<01:21,  1.99it/s]
 74%|#######4  | 464/625 [05:08<01:13,  2.18it/s]
 74%|#######4  | 465/625 [05:10<02:06,  1.27it/s]
 75%|#######4  | 466/625 [05:10<01:43,  1.53it/s]
 75%|#######4  | 467/625 [05:12<02:21,  1.11it/s]
 75%|#######4  | 468/625 [05:12<01:56,  1.35it/s]
 75%|#######5  | 469/625 [05:12<01:38,  1.59it/s]
 75%|#######5  | 470/625 [05:13<01:27,  1.78it/s]
 75%|#######5  | 471/625 [05:13<01:22,  1.88it/s]
 76%|#######5  | 472/625 [05:14<01:16,  1.99it/s]
 76%|#######5  | 473/625 [05:15<02:05,  1.21it/s]
 76%|#######5  | 474/625 [05:16<01:47,  1.40it/s]
 76%|#######6  | 475/625 [05:17<02:02,  1.22it/s]INFO:root:Step: 1100. Epoch: 2/50. Iteration: 476/625. Cls loss: 2273.240. Reg loss: 2.459. Seg loss: 1.567. Total loss: 2277.266

 76%|#######6  | 476/625 [05:17<01:47,  1.39it/s]
 76%|#######6  | 477/625 [05:18<01:34,  1.57it/s]
 76%|#######6  | 478/625 [05:18<01:22,  1.79it/s]
 77%|#######6  | 479/625 [05:18<01:12,  2.01it/s]
 77%|#######6  | 480/625 [05:19<01:07,  2.15it/s]
 77%|#######6  | 481/625 [05:20<01:58,  1.22it/s]
 77%|#######7  | 482/625 [05:21<01:38,  1.45it/s]
 77%|#######7  | 483/625 [05:22<01:59,  1.18it/s]
 77%|#######7  | 484/625 [05:22<01:37,  1.45it/s]
 78%|#######7  | 485/625 [05:23<01:21,  1.73it/s]
 78%|#######7  | 486/625 [05:23<01:11,  1.95it/s]
 78%|#######7  | 487/625 [05:24<01:06,  2.06it/s]
 78%|#######8  | 488/625 [05:24<01:03,  2.15it/s]
 78%|#######8  | 489/625 [05:26<02:05,  1.08it/s]
 78%|#######8  | 490/625 [05:26<01:41,  1.33it/s]
 79%|#######8  | 491/625 [05:27<01:50,  1.22it/s]
 79%|#######8  | 492/625 [05:28<01:34,  1.41it/s]
 79%|#######8  | 493/625 [05:28<01:20,  1.65it/s]
 79%|#######9  | 494/625 [05:28<01:08,  1.90it/s]
 79%|#######9  | 495/625 [05:29<01:02,  2.08it/s]
 79%|#######9  | 496/625 [05:29<01:00,  2.12it/s]
 80%|#######9  | 497/625 [05:31<01:57,  1.09it/s]
 80%|#######9  | 498/625 [05:32<01:38,  1.29it/s]
 80%|#######9  | 499/625 [05:33<01:44,  1.21it/s]
 80%|########  | 500/625 [05:33<01:26,  1.44it/s]
 80%|########  | 501/625 [05:33<01:17,  1.59it/s]
 80%|########  | 502/625 [05:34<01:10,  1.74it/s]
 80%|########  | 503/625 [05:34<01:03,  1.93it/s]
 81%|########  | 504/625 [05:35<00:56,  2.12it/s]
 81%|########  | 505/625 [05:36<01:38,  1.21it/s]
 81%|########  | 506/625 [05:37<01:27,  1.37it/s]
 81%|########1 | 507/625 [05:38<01:42,  1.16it/s]
 81%|########1 | 508/625 [05:38<01:23,  1.39it/s]
 81%|########1 | 509/625 [05:39<01:11,  1.63it/s]
 82%|########1 | 510/625 [05:39<01:02,  1.85it/s]
 82%|########1 | 511/625 [05:40<00:58,  1.94it/s]
 82%|########1 | 512/625 [05:40<00:56,  2.02it/s]
 82%|########2 | 513/625 [05:41<01:28,  1.27it/s]
 82%|########2 | 514/625 [05:42<01:15,  1.47it/s]
 82%|########2 | 515/625 [05:43<01:34,  1.17it/s]
 83%|########2 | 516/625 [05:44<01:19,  1.37it/s]
 83%|########2 | 517/625 [05:44<01:10,  1.52it/s]
 83%|########2 | 518/625 [05:44<01:01,  1.73it/s]
 83%|########3 | 519/625 [05:45<00:53,  1.97it/s]
 83%|########3 | 520/625 [05:45<00:49,  2.13it/s]
 83%|########3 | 521/625 [05:47<01:18,  1.33it/s]
 84%|########3 | 522/625 [05:47<01:06,  1.54it/s]
 84%|########3 | 523/625 [05:48<01:27,  1.16it/s]
 84%|########3 | 524/625 [05:49<01:11,  1.41it/s]
 84%|########4 | 525/625 [05:49<00:58,  1.72it/s]
 84%|########4 | 526/625 [05:49<00:50,  1.94it/s]
 84%|########4 | 527/625 [05:50<00:46,  2.12it/s]
 84%|########4 | 528/625 [05:50<00:44,  2.17it/s]
 85%|########4 | 529/625 [05:52<01:16,  1.25it/s]
 85%|########4 | 530/625 [05:52<01:09,  1.37it/s]
 85%|########4 | 531/625 [05:54<01:28,  1.07it/s]
 85%|########5 | 532/625 [05:54<01:12,  1.28it/s]
 85%|########5 | 533/625 [05:55<01:00,  1.52it/s]
 85%|########5 | 534/625 [05:55<00:50,  1.80it/s]
 86%|########5 | 535/625 [05:55<00:44,  2.02it/s]
 86%|########5 | 536/625 [05:56<00:43,  2.05it/s]
 86%|########5 | 537/625 [05:57<01:05,  1.34it/s]
 86%|########6 | 538/625 [05:57<00:56,  1.55it/s]
 86%|########6 | 539/625 [05:59<01:18,  1.09it/s]
 86%|########6 | 540/625 [05:59<01:05,  1.29it/s]
 87%|########6 | 541/625 [06:00<00:55,  1.51it/s]
 87%|########6 | 542/625 [06:00<00:49,  1.69it/s]
 87%|########6 | 543/625 [06:01<00:43,  1.89it/s]
 87%|########7 | 544/625 [06:01<00:38,  2.09it/s]
 87%|########7 | 545/625 [06:02<01:01,  1.30it/s]
 87%|########7 | 546/625 [06:03<00:50,  1.57it/s]
 88%|########7 | 547/625 [06:04<01:12,  1.07it/s]
 88%|########7 | 548/625 [06:05<00:59,  1.30it/s]
 88%|########7 | 549/625 [06:05<00:49,  1.53it/s]
 88%|########8 | 550/625 [06:06<00:43,  1.72it/s]
 88%|########8 | 551/625 [06:06<00:40,  1.82it/s]
 88%|########8 | 552/625 [06:07<00:37,  1.96it/s]
 88%|########8 | 553/625 [06:08<00:48,  1.48it/s]
 89%|########8 | 554/625 [06:08<00:43,  1.65it/s]
 89%|########8 | 555/625 [06:09<01:00,  1.15it/s]
 89%|########8 | 556/625 [06:10<00:50,  1.36it/s]
 89%|########9 | 557/625 [06:10<00:44,  1.52it/s]
 89%|########9 | 558/625 [06:11<00:38,  1.73it/s]
 89%|########9 | 559/625 [06:11<00:34,  1.91it/s]
 90%|########9 | 560/625 [06:12<00:30,  2.12it/s]
 90%|########9 | 561/625 [06:13<00:44,  1.43it/s]
 90%|########9 | 562/625 [06:13<00:37,  1.67it/s]
 90%|######### | 563/625 [06:15<00:55,  1.11it/s]
 90%|######### | 564/625 [06:15<00:44,  1.37it/s]
 90%|######### | 565/625 [06:15<00:37,  1.61it/s]
 91%|######### | 566/625 [06:16<00:33,  1.76it/s]
 91%|######### | 567/625 [06:16<00:30,  1.91it/s]
 91%|######### | 568/625 [06:17<00:27,  2.04it/s]
 91%|#########1| 569/625 [06:18<00:43,  1.28it/s]
 91%|#########1| 570/625 [06:19<00:37,  1.48it/s]
 91%|#########1| 571/625 [06:20<00:45,  1.18it/s]
 92%|#########1| 572/625 [06:20<00:39,  1.36it/s]
 92%|#########1| 573/625 [06:21<00:33,  1.57it/s]
 92%|#########1| 574/625 [06:21<00:28,  1.81it/s]
 92%|#########2| 575/625 [06:21<00:24,  2.04it/s]INFO:root:Step: 1200. Epoch: 2/50. Iteration: 576/625. Cls loss: 1649.378. Reg loss: 3.086. Seg loss: 1.680. Total loss: 1654.143

 92%|#########2| 576/625 [06:22<00:23,  2.10it/s]
 92%|#########2| 577/625 [06:23<00:36,  1.32it/s]
 92%|#########2| 578/625 [06:24<00:31,  1.47it/s]
 93%|#########2| 579/625 [06:25<00:39,  1.15it/s]
 93%|#########2| 580/625 [06:26<00:33,  1.35it/s]
 93%|#########2| 581/625 [06:26<00:28,  1.53it/s]
 93%|#########3| 582/625 [06:26<00:24,  1.75it/s]
 93%|#########3| 583/625 [06:27<00:20,  2.01it/s]
 93%|#########3| 584/625 [06:27<00:19,  2.14it/s]
 94%|#########3| 585/625 [06:29<00:31,  1.28it/s]
 94%|#########3| 586/625 [06:29<00:25,  1.53it/s]
 94%|#########3| 587/625 [06:30<00:34,  1.12it/s]
 94%|#########4| 588/625 [06:31<00:27,  1.35it/s]
 94%|#########4| 589/625 [06:31<00:23,  1.55it/s]
 94%|#########4| 590/625 [06:32<00:20,  1.67it/s]
 95%|#########4| 591/625 [06:32<00:18,  1.82it/s]
 95%|#########4| 592/625 [06:33<00:16,  2.04it/s]
 95%|#########4| 593/625 [06:34<00:23,  1.36it/s]
 95%|#########5| 594/625 [06:34<00:19,  1.56it/s]
 95%|#########5| 595/625 [06:36<00:26,  1.14it/s]
 95%|#########5| 596/625 [06:36<00:21,  1.34it/s]
 96%|#########5| 597/625 [06:36<00:17,  1.57it/s]
 96%|#########5| 598/625 [06:37<00:15,  1.79it/s]
 96%|#########5| 599/625 [06:37<00:13,  1.94it/s]
 96%|#########6| 600/625 [06:38<00:12,  1.98it/s]
 96%|#########6| 601/625 [06:39<00:17,  1.39it/s]
 96%|#########6| 602/625 [06:40<00:15,  1.49it/s]
 96%|#########6| 603/625 [06:41<00:19,  1.14it/s]
 97%|#########6| 604/625 [06:41<00:15,  1.36it/s]
 97%|#########6| 605/625 [06:42<00:12,  1.54it/s]
 97%|#########6| 606/625 [06:42<00:11,  1.72it/s]
 97%|#########7| 607/625 [06:43<00:09,  1.93it/s]
 97%|#########7| 608/625 [06:43<00:08,  2.12it/s]
 97%|#########7| 609/625 [06:44<00:12,  1.32it/s]
 98%|#########7| 610/625 [06:45<00:09,  1.55it/s]
 98%|#########7| 611/625 [06:46<00:12,  1.09it/s]
 98%|#########7| 612/625 [06:47<00:09,  1.33it/s]
 98%|#########8| 613/625 [06:47<00:07,  1.58it/s]
 98%|#########8| 614/625 [06:47<00:06,  1.78it/s]
 98%|#########8| 615/625 [06:48<00:05,  1.91it/s]
 99%|#########8| 616/625 [06:48<00:04,  1.97it/s]
 99%|#########8| 617/625 [06:50<00:06,  1.33it/s]
 99%|#########8| 618/625 [06:50<00:04,  1.50it/s]
 99%|#########9| 619/625 [06:50<00:03,  1.69it/s]
 99%|#########9| 620/625 [06:51<00:02,  1.92it/s]
 99%|#########9| 621/625 [06:51<00:01,  2.17it/s]
100%|#########9| 622/625 [06:52<00:01,  2.27it/s]
100%|#########9| 623/625 [06:52<00:00,  2.11it/s]
100%|#########9| 624/625 [06:52<00:00,  2.25it/s]
100%|##########| 625/625 [06:53<00:00,  2.39it/s]
100%|##########| 625/625 [06:53<00:00,  1.51it/s]
INFO:root:Validating...

  0%|          | 0/207 [00:00<?, ?it/s]
  0%|          | 1/207 [00:09<31:08,  9.07s/it]
  1%|          | 2/207 [00:12<19:47,  5.79s/it]
  1%|1         | 3/207 [00:16<16:14,  4.78s/it]
  2%|1         | 4/207 [00:19<14:39,  4.33s/it]
  2%|2         | 5/207 [00:23<13:44,  4.08s/it]
  3%|2         | 6/207 [00:26<12:54,  3.85s/it]
  3%|3         | 7/207 [00:30<12:46,  3.83s/it]
  4%|3         | 8/207 [00:34<12:36,  3.80s/it]
  4%|4         | 9/207 [00:37<12:05,  3.66s/it]
  5%|4         | 10/207 [00:41<11:53,  3.62s/it]
  5%|5         | 11/207 [00:44<11:36,  3.55s/it]
  6%|5         | 12/207 [00:48<11:39,  3.59s/it]
  6%|6         | 13/207 [00:52<11:58,  3.70s/it]
  7%|6         | 14/207 [00:56<12:07,  3.77s/it]
  7%|7         | 15/207 [01:00<12:16,  3.84s/it]
  8%|7         | 16/207 [01:04<12:17,  3.86s/it]
  8%|8         | 17/207 [01:07<11:58,  3.78s/it]
  9%|8         | 18/207 [01:11<11:46,  3.74s/it]
  9%|9         | 19/207 [01:14<11:29,  3.67s/it]
 10%|9         | 20/207 [01:18<11:13,  3.60s/it]
 10%|#         | 21/207 [01:21<11:01,  3.56s/it]
 11%|#         | 22/207 [01:25<10:52,  3.53s/it]
 11%|#1        | 23/207 [01:29<11:24,  3.72s/it]
 12%|#1        | 24/207 [01:32<10:56,  3.59s/it]
 12%|#2        | 25/207 [01:36<10:49,  3.57s/it]
 13%|#2        | 26/207 [01:39<10:44,  3.56s/it]
 13%|#3        | 27/207 [01:43<10:34,  3.53s/it]
 14%|#3        | 28/207 [01:46<10:29,  3.52s/it]
 14%|#4        | 29/207 [01:50<10:59,  3.71s/it]
 14%|#4        | 30/207 [01:54<10:47,  3.66s/it]
 15%|#4        | 31/207 [01:57<10:41,  3.64s/it]
 15%|#5        | 32/207 [02:01<10:41,  3.67s/it]
 16%|#5        | 33/207 [02:05<10:28,  3.61s/it]
 16%|#6        | 34/207 [02:08<10:25,  3.61s/it]
 17%|#6        | 35/207 [02:12<10:17,  3.59s/it]
 17%|#7        | 36/207 [02:16<10:24,  3.65s/it]
 18%|#7        | 37/207 [02:19<10:16,  3.63s/it]
 18%|#8        | 38/207 [02:23<09:57,  3.53s/it]
 19%|#8        | 39/207 [02:26<10:11,  3.64s/it]
 19%|#9        | 40/207 [02:30<09:57,  3.58s/it]
 20%|#9        | 41/207 [02:33<09:50,  3.55s/it]
 20%|##        | 42/207 [02:37<09:39,  3.51s/it]
 21%|##        | 43/207 [02:40<09:46,  3.58s/it]
 21%|##1       | 44/207 [02:44<09:45,  3.59s/it]
 22%|##1       | 45/207 [02:48<09:47,  3.63s/it]
 22%|##2       | 46/207 [02:51<09:32,  3.56s/it]
 23%|##2       | 47/207 [02:55<09:22,  3.52s/it]
 23%|##3       | 48/207 [02:58<09:28,  3.58s/it]
 24%|##3       | 49/207 [03:02<09:30,  3.61s/it]
 24%|##4       | 50/207 [03:06<09:33,  3.65s/it]
 25%|##4       | 51/207 [03:10<09:41,  3.72s/it]
 25%|##5       | 52/207 [03:14<09:58,  3.86s/it]
 26%|##5       | 53/207 [03:17<09:42,  3.78s/it]
 26%|##6       | 54/207 [03:21<09:28,  3.72s/it]
 27%|##6       | 55/207 [03:25<09:15,  3.65s/it]
 27%|##7       | 56/207 [03:28<09:09,  3.64s/it]
 28%|##7       | 57/207 [03:32<09:07,  3.65s/it]
 28%|##8       | 58/207 [03:35<09:01,  3.63s/it]
 29%|##8       | 59/207 [03:39<08:53,  3.60s/it]
 29%|##8       | 60/207 [03:43<08:48,  3.60s/it]
 29%|##9       | 61/207 [03:46<08:44,  3.59s/it]
 30%|##9       | 62/207 [03:50<08:34,  3.55s/it]
 30%|###       | 63/207 [03:53<08:39,  3.61s/it]
 31%|###       | 64/207 [03:57<08:41,  3.65s/it]
 31%|###1      | 65/207 [04:00<08:27,  3.57s/it]
 32%|###1      | 66/207 [04:04<08:43,  3.71s/it]
 32%|###2      | 67/207 [04:08<08:38,  3.70s/it]
 33%|###2      | 68/207 [04:12<08:33,  3.69s/it]
 33%|###3      | 69/207 [04:15<08:27,  3.68s/it]
 34%|###3      | 70/207 [04:19<08:18,  3.64s/it]
 34%|###4      | 71/207 [04:23<08:18,  3.66s/it]
 35%|###4      | 72/207 [04:26<08:18,  3.69s/it]
 35%|###5      | 73/207 [04:30<08:07,  3.64s/it]
 36%|###5      | 74/207 [04:33<07:52,  3.55s/it]
 36%|###6      | 75/207 [04:37<07:48,  3.55s/it]
 37%|###6      | 76/207 [04:41<07:54,  3.62s/it]
 37%|###7      | 77/207 [04:44<07:41,  3.55s/it]
 38%|###7      | 78/207 [04:47<07:31,  3.50s/it]
 38%|###8      | 79/207 [04:51<07:22,  3.46s/it]
 39%|###8      | 80/207 [04:54<07:11,  3.40s/it]
 39%|###9      | 81/207 [04:57<07:06,  3.39s/it]
 40%|###9      | 82/207 [05:01<07:02,  3.38s/it]
 40%|####      | 83/207 [05:05<07:11,  3.48s/it]
 41%|####      | 84/207 [05:08<07:21,  3.59s/it]
 41%|####1     | 85/207 [05:12<07:21,  3.62s/it]
 42%|####1     | 86/207 [05:16<07:26,  3.69s/it]
 42%|####2     | 87/207 [05:19<07:07,  3.57s/it]
 43%|####2     | 88/207 [05:23<07:00,  3.54s/it]
 43%|####2     | 89/207 [05:26<07:01,  3.58s/it]
 43%|####3     | 90/207 [05:30<07:06,  3.65s/it]
 44%|####3     | 91/207 [05:33<06:50,  3.54s/it]
 44%|####4     | 92/207 [05:37<06:42,  3.50s/it]
 45%|####4     | 93/207 [05:41<06:45,  3.56s/it]
 45%|####5     | 94/207 [05:44<06:40,  3.55s/it]
 46%|####5     | 95/207 [05:48<06:35,  3.53s/it]
 46%|####6     | 96/207 [05:52<06:46,  3.67s/it]
 47%|####6     | 97/207 [05:55<06:37,  3.61s/it]
 47%|####7     | 98/207 [05:59<06:34,  3.61s/it]
 48%|####7     | 99/207 [06:02<06:34,  3.65s/it]
 48%|####8     | 100/207 [06:06<06:23,  3.58s/it]
 49%|####8     | 101/207 [06:09<06:20,  3.59s/it]
 49%|####9     | 102/207 [06:13<06:26,  3.68s/it]
 50%|####9     | 103/207 [06:17<06:18,  3.64s/it]
 50%|#####     | 104/207 [06:20<06:07,  3.57s/it]
 51%|#####     | 105/207 [06:24<05:58,  3.52s/it]
 51%|#####1    | 106/207 [06:27<05:56,  3.53s/it]
 52%|#####1    | 107/207 [06:31<05:49,  3.49s/it]
 52%|#####2    | 108/207 [06:34<05:46,  3.50s/it]
 53%|#####2    | 109/207 [06:38<05:45,  3.53s/it]
 53%|#####3    | 110/207 [06:41<05:43,  3.54s/it]
 54%|#####3    | 111/207 [06:45<05:45,  3.60s/it]
 54%|#####4    | 112/207 [06:49<05:47,  3.66s/it]
 55%|#####4    | 113/207 [06:52<05:43,  3.65s/it]
 55%|#####5    | 114/207 [06:56<05:32,  3.57s/it]
 56%|#####5    | 115/207 [06:59<05:23,  3.51s/it]
 56%|#####6    | 116/207 [07:03<05:20,  3.52s/it]
 57%|#####6    | 117/207 [07:06<05:11,  3.46s/it]
 57%|#####7    | 118/207 [07:09<05:07,  3.45s/it]
 57%|#####7    | 119/207 [07:13<05:16,  3.60s/it]
 58%|#####7    | 120/207 [07:17<05:24,  3.73s/it]
 58%|#####8    | 121/207 [07:21<05:23,  3.76s/it]
 59%|#####8    | 122/207 [07:25<05:19,  3.76s/it]
 59%|#####9    | 123/207 [07:29<05:32,  3.96s/it]
 60%|#####9    | 124/207 [07:33<05:16,  3.82s/it]
 60%|######    | 125/207 [07:37<05:13,  3.82s/it]
 61%|######    | 126/207 [07:41<05:07,  3.79s/it]
 61%|######1   | 127/207 [07:44<05:00,  3.75s/it]
 62%|######1   | 128/207 [07:48<04:55,  3.74s/it]
 62%|######2   | 129/207 [07:51<04:48,  3.70s/it]
 63%|######2   | 130/207 [07:55<04:41,  3.65s/it]
 63%|######3   | 131/207 [07:58<04:32,  3.59s/it]
 64%|######3   | 132/207 [08:02<04:30,  3.61s/it]
 64%|######4   | 133/207 [08:06<04:27,  3.62s/it]
 65%|######4   | 134/207 [08:09<04:23,  3.60s/it]
 65%|######5   | 135/207 [08:13<04:21,  3.63s/it]
 66%|######5   | 136/207 [08:17<04:17,  3.63s/it]
 66%|######6   | 137/207 [08:20<04:14,  3.64s/it]
 67%|######6   | 138/207 [08:24<04:15,  3.71s/it]
 67%|######7   | 139/207 [08:28<04:08,  3.66s/it]
 68%|######7   | 140/207 [08:31<04:03,  3.64s/it]
 68%|######8   | 141/207 [08:35<04:06,  3.74s/it]
 69%|######8   | 142/207 [08:39<03:55,  3.62s/it]
 69%|######9   | 143/207 [08:42<03:48,  3.57s/it]
 70%|######9   | 144/207 [08:47<04:01,  3.84s/it]
 70%|#######   | 145/207 [08:50<03:54,  3.78s/it]
 71%|#######   | 146/207 [08:54<03:45,  3.70s/it]
 71%|#######1  | 147/207 [08:57<03:43,  3.72s/it]
 71%|#######1  | 148/207 [09:01<03:39,  3.72s/it]
 72%|#######1  | 149/207 [09:05<03:36,  3.74s/it]
 72%|#######2  | 150/207 [09:09<03:36,  3.80s/it]
 73%|#######2  | 151/207 [09:13<03:34,  3.82s/it]
 73%|#######3  | 152/207 [09:16<03:24,  3.71s/it]
 74%|#######3  | 153/207 [09:20<03:19,  3.70s/it]
 74%|#######4  | 154/207 [09:24<03:17,  3.73s/it]
 75%|#######4  | 155/207 [09:28<03:17,  3.80s/it]
 75%|#######5  | 156/207 [09:31<03:09,  3.72s/it]
 76%|#######5  | 157/207 [09:35<03:07,  3.76s/it]
 76%|#######6  | 158/207 [09:39<03:01,  3.70s/it]
 77%|#######6  | 159/207 [09:42<02:57,  3.69s/it]
 77%|#######7  | 160/207 [09:46<02:51,  3.66s/it]
 78%|#######7  | 161/207 [09:49<02:45,  3.61s/it]
 78%|#######8  | 162/207 [09:53<02:42,  3.61s/it]
 79%|#######8  | 163/207 [09:57<02:45,  3.75s/it]
 79%|#######9  | 164/207 [10:01<02:38,  3.69s/it]
 80%|#######9  | 165/207 [10:05<02:39,  3.79s/it]
 80%|########  | 166/207 [10:08<02:33,  3.74s/it]
 81%|########  | 167/207 [10:12<02:27,  3.68s/it]
 81%|########1 | 168/207 [10:15<02:19,  3.57s/it]
 82%|########1 | 169/207 [10:19<02:14,  3.55s/it]
 82%|########2 | 170/207 [10:22<02:13,  3.61s/it]
 83%|########2 | 171/207 [10:26<02:08,  3.58s/it]
 83%|########3 | 172/207 [10:29<02:04,  3.57s/it]
 84%|########3 | 173/207 [10:33<02:05,  3.68s/it]
 84%|########4 | 174/207 [10:37<02:05,  3.81s/it]
 85%|########4 | 175/207 [10:41<01:57,  3.68s/it]
 85%|########5 | 176/207 [10:44<01:51,  3.61s/it]
 86%|########5 | 177/207 [10:48<01:46,  3.54s/it]
 86%|########5 | 178/207 [10:51<01:42,  3.53s/it]
 86%|########6 | 179/207 [10:55<01:39,  3.56s/it]
